# Player modifiers
th_heroic_mode_player = {
	drill_decay_modifier = -0.398
	army_tradition_decay = -0.024
	navy_tradition_decay = -0.024
	global_unrest = -5.97
	discipline = 0.119
	ship_durability = 0.119
	global_trade_power = 0.358
}
lunatic_th_agressive_ai_buff_against_dev_3990 = {
	global_tax_modifier = 1.197
	interest = -2.394
	war_exhaustion = -0.239
	land_attrition = -0.399
	yearly_army_professionalism = 0.06
	drill_decay_modifier = -0.399
	army_tradition_decay = -0.024
	navy_tradition_decay = -0.024
	global_unrest = -5.985
	discipline = 0.12
	ship_durability = 0.12
	global_trade_power = 0.359
}
lunatic_th_agressive_ai_buff_against_dev_4000 = {
	global_tax_modifier = 1.2
	interest = -2.4
	war_exhaustion = -0.24
	land_attrition = -0.4
	yearly_army_professionalism = 0.06
	drill_decay_modifier = -0.4
	army_tradition_decay = -0.024
	navy_tradition_decay = -0.024
	global_unrest = -6.0
	discipline = 0.12
	ship_durability = 0.12
	global_trade_power = 0.36
}
lunatic_th_agressive_ai_buff_against_dev_4010 = {
	global_tax_modifier = 1.203
	interest = -2.406
	war_exhaustion = -0.241
	land_attrition = -0.401
	yearly_army_professionalism = 0.06
	drill_decay_modifier = -0.401
	army_tradition_decay = -0.024
	navy_tradition_decay = -0.024
	global_unrest = -6.015
	discipline = 0.12
	ship_durability = 0.12
	global_trade_power = 0.361
}
lunatic_th_agressive_ai_buff_against_dev_4020 = {
	global_tax_modifier = 1.206
	interest = -2.412
	war_exhaustion = -0.241
	land_attrition = -0.402
	yearly_army_professionalism = 0.06
	drill_decay_modifier = -0.402
	army_tradition_decay = -0.024
	navy_tradition_decay = -0.024
	global_unrest = -6.03
	discipline = 0.121
	ship_durability = 0.121
	global_trade_power = 0.362
}
lunatic_th_agressive_ai_buff_against_dev_4030 = {
	global_tax_modifier = 1.209
	interest = -2.418
	war_exhaustion = -0.242
	land_attrition = -0.403
	yearly_army_professionalism = 0.06
	drill_decay_modifier = -0.403
	army_tradition_decay = -0.024
	navy_tradition_decay = -0.024
	global_unrest = -6.045
	discipline = 0.121
	ship_durability = 0.121
	global_trade_power = 0.363
}
lunatic_th_agressive_ai_buff_against_dev_4040 = {
	global_tax_modifier = 1.212
	interest = -2.424
	war_exhaustion = -0.242
	land_attrition = -0.404
	yearly_army_professionalism = 0.061
	drill_decay_modifier = -0.404
	army_tradition_decay = -0.024
	navy_tradition_decay = -0.024
	global_unrest = -6.06
	discipline = 0.121
	ship_durability = 0.121
	global_trade_power = 0.364
}
lunatic_th_agressive_ai_buff_against_dev_4050 = {
	global_tax_modifier = 1.215
	interest = -2.43
	war_exhaustion = -0.243
	land_attrition = -0.405
	yearly_army_professionalism = 0.061
	drill_decay_modifier = -0.405
	army_tradition_decay = -0.024
	navy_tradition_decay = -0.024
	global_unrest = -6.075
	discipline = 0.122
	ship_durability = 0.122
	global_trade_power = 0.365
}
lunatic_th_agressive_ai_buff_against_dev_4060 = {
	global_tax_modifier = 1.218
	interest = -2.436
	war_exhaustion = -0.244
	land_attrition = -0.406
	yearly_army_professionalism = 0.061
	drill_decay_modifier = -0.406
	army_tradition_decay = -0.024
	navy_tradition_decay = -0.024
	global_unrest = -6.09
	discipline = 0.122
	ship_durability = 0.122
	global_trade_power = 0.365
}
lunatic_th_agressive_ai_buff_against_dev_4070 = {
	global_tax_modifier = 1.221
	interest = -2.442
	war_exhaustion = -0.244
	land_attrition = -0.407
	yearly_army_professionalism = 0.061
	drill_decay_modifier = -0.407
	army_tradition_decay = -0.024
	navy_tradition_decay = -0.024
	global_unrest = -6.105
	discipline = 0.122
	ship_durability = 0.122
	global_trade_power = 0.366
}
lunatic_th_agressive_ai_buff_against_dev_4080 = {
	global_tax_modifier = 1.224
	interest = -2.448
	war_exhaustion = -0.245
	land_attrition = -0.408
	yearly_army_professionalism = 0.061
	drill_decay_modifier = -0.408
	army_tradition_decay = -0.024
	navy_tradition_decay = -0.024
	global_unrest = -6.12
	discipline = 0.122
	ship_durability = 0.122
	global_trade_power = 0.367
}
lunatic_th_agressive_ai_buff_against_dev_4090 = {
	global_tax_modifier = 1.227
	interest = -2.454
	war_exhaustion = -0.245
	land_attrition = -0.409
	yearly_army_professionalism = 0.061
	drill_decay_modifier = -0.409
	army_tradition_decay = -0.025
	navy_tradition_decay = -0.025
	global_unrest = -6.135
	discipline = 0.123
	ship_durability = 0.123
	global_trade_power = 0.368
}
lunatic_th_agressive_ai_buff_against_dev_4100 = {
	global_tax_modifier = 1.23
	interest = -2.46
	war_exhaustion = -0.246
	land_attrition = -0.41
	yearly_army_professionalism = 0.061
	drill_decay_modifier = -0.41
	army_tradition_decay = -0.025
	navy_tradition_decay = -0.025
	global_unrest = -6.15
	discipline = 0.123
	ship_durability = 0.123
	global_trade_power = 0.369
}
lunatic_th_agressive_ai_buff_against_dev_4110 = {
	global_tax_modifier = 1.233
	interest = -2.466
	war_exhaustion = -0.247
	land_attrition = -0.411
	yearly_army_professionalism = 0.062
	drill_decay_modifier = -0.411
	army_tradition_decay = -0.025
	navy_tradition_decay = -0.025
	global_unrest = -6.165
	discipline = 0.123
	ship_durability = 0.123
	global_trade_power = 0.37
}
lunatic_th_agressive_ai_buff_against_dev_4120 = {
	global_tax_modifier = 1.236
	interest = -2.472
	war_exhaustion = -0.247
	land_attrition = -0.412
	yearly_army_professionalism = 0.062
	drill_decay_modifier = -0.412
	army_tradition_decay = -0.025
	navy_tradition_decay = -0.025
	global_unrest = -6.18
	discipline = 0.124
	ship_durability = 0.124
	global_trade_power = 0.371
}
lunatic_th_agressive_ai_buff_against_dev_4130 = {
	global_tax_modifier = 1.239
	interest = -2.478
	war_exhaustion = -0.248
	land_attrition = -0.413
	yearly_army_professionalism = 0.062
	drill_decay_modifier = -0.413
	army_tradition_decay = -0.025
	navy_tradition_decay = -0.025
	global_unrest = -6.195
	discipline = 0.124
	ship_durability = 0.124
	global_trade_power = 0.372
}
lunatic_th_agressive_ai_buff_against_dev_4140 = {
	global_tax_modifier = 1.242
	interest = -2.484
	war_exhaustion = -0.248
	land_attrition = -0.414
	yearly_army_professionalism = 0.062
	drill_decay_modifier = -0.414
	army_tradition_decay = -0.025
	navy_tradition_decay = -0.025
	global_unrest = -6.21
	discipline = 0.124
	ship_durability = 0.124
	global_trade_power = 0.373
}
lunatic_th_agressive_ai_buff_against_dev_4150 = {
	global_tax_modifier = 1.245
	interest = -2.49
	war_exhaustion = -0.249
	land_attrition = -0.415
	yearly_army_professionalism = 0.062
	drill_decay_modifier = -0.415
	army_tradition_decay = -0.025
	navy_tradition_decay = -0.025
	global_unrest = -6.225
	discipline = 0.125
	ship_durability = 0.125
	global_trade_power = 0.374
}
lunatic_th_agressive_ai_buff_against_dev_4160 = {
	global_tax_modifier = 1.248
	interest = -2.496
	war_exhaustion = -0.25
	land_attrition = -0.416
	yearly_army_professionalism = 0.062
	drill_decay_modifier = -0.416
	army_tradition_decay = -0.025
	navy_tradition_decay = -0.025
	global_unrest = -6.24
	discipline = 0.125
	ship_durability = 0.125
	global_trade_power = 0.374
}
lunatic_th_agressive_ai_buff_against_dev_4170 = {
	global_tax_modifier = 1.251
	interest = -2.502
	war_exhaustion = -0.25
	land_attrition = -0.417
	yearly_army_professionalism = 0.063
	drill_decay_modifier = -0.417
	army_tradition_decay = -0.025
	navy_tradition_decay = -0.025
	global_unrest = -6.255
	discipline = 0.125
	ship_durability = 0.125
	global_trade_power = 0.375
}
lunatic_th_agressive_ai_buff_against_dev_4180 = {
	global_tax_modifier = 1.254
	interest = -2.508
	war_exhaustion = -0.251
	land_attrition = -0.418
	yearly_army_professionalism = 0.063
	drill_decay_modifier = -0.418
	army_tradition_decay = -0.025
	navy_tradition_decay = -0.025
	global_unrest = -6.27
	discipline = 0.125
	ship_durability = 0.125
	global_trade_power = 0.376
}
lunatic_th_agressive_ai_buff_against_dev_4190 = {
	global_tax_modifier = 1.257
	interest = -2.514
	war_exhaustion = -0.251
	land_attrition = -0.419
	yearly_army_professionalism = 0.063
	drill_decay_modifier = -0.419
	army_tradition_decay = -0.025
	navy_tradition_decay = -0.025
	global_unrest = -6.285
	discipline = 0.126
	ship_durability = 0.126
	global_trade_power = 0.377
}
lunatic_th_agressive_ai_buff_against_dev_4200 = {
	global_tax_modifier = 1.26
	interest = -2.52
	war_exhaustion = -0.252
	land_attrition = -0.42
	yearly_army_professionalism = 0.063
	drill_decay_modifier = -0.42
	army_tradition_decay = -0.025
	navy_tradition_decay = -0.025
	global_unrest = -6.3
	discipline = 0.126
	ship_durability = 0.126
	global_trade_power = 0.378
}
lunatic_th_agressive_ai_buff_against_dev_4210 = {
	global_tax_modifier = 1.263
	interest = -2.526
	war_exhaustion = -0.253
	land_attrition = -0.421
	yearly_army_professionalism = 0.063
	drill_decay_modifier = -0.421
	army_tradition_decay = -0.025
	navy_tradition_decay = -0.025
	global_unrest = -6.315
	discipline = 0.126
	ship_durability = 0.126
	global_trade_power = 0.379
}
lunatic_th_agressive_ai_buff_against_dev_4220 = {
	global_tax_modifier = 1.266
	interest = -2.532
	war_exhaustion = -0.253
	land_attrition = -0.422
	yearly_army_professionalism = 0.063
	drill_decay_modifier = -0.422
	army_tradition_decay = -0.025
	navy_tradition_decay = -0.025
	global_unrest = -6.33
	discipline = 0.127
	ship_durability = 0.127
	global_trade_power = 0.38
}
lunatic_th_agressive_ai_buff_against_dev_4230 = {
	global_tax_modifier = 1.269
	interest = -2.538
	war_exhaustion = -0.254
	land_attrition = -0.423
	yearly_army_professionalism = 0.063
	drill_decay_modifier = -0.423
	army_tradition_decay = -0.025
	navy_tradition_decay = -0.025
	global_unrest = -6.345
	discipline = 0.127
	ship_durability = 0.127
	global_trade_power = 0.381
}
lunatic_th_agressive_ai_buff_against_dev_4240 = {
	global_tax_modifier = 1.272
	interest = -2.544
	war_exhaustion = -0.254
	land_attrition = -0.424
	yearly_army_professionalism = 0.064
	drill_decay_modifier = -0.424
	army_tradition_decay = -0.025
	navy_tradition_decay = -0.025
	global_unrest = -6.36
	discipline = 0.127
	ship_durability = 0.127
	global_trade_power = 0.382
}
lunatic_th_agressive_ai_buff_against_dev_4250 = {
	global_tax_modifier = 1.275
	interest = -2.55
	war_exhaustion = -0.255
	land_attrition = -0.425
	yearly_army_professionalism = 0.064
	drill_decay_modifier = -0.425
	army_tradition_decay = -0.025
	navy_tradition_decay = -0.025
	global_unrest = -6.375
	discipline = 0.128
	ship_durability = 0.128
	global_trade_power = 0.383
}
lunatic_th_agressive_ai_buff_against_dev_4260 = {
	global_tax_modifier = 1.278
	interest = -2.556
	war_exhaustion = -0.256
	land_attrition = -0.426
	yearly_army_professionalism = 0.064
	drill_decay_modifier = -0.426
	army_tradition_decay = -0.026
	navy_tradition_decay = -0.026
	global_unrest = -6.39
	discipline = 0.128
	ship_durability = 0.128
	global_trade_power = 0.383
}
lunatic_th_agressive_ai_buff_against_dev_4270 = {
	global_tax_modifier = 1.281
	interest = -2.562
	war_exhaustion = -0.256
	land_attrition = -0.427
	yearly_army_professionalism = 0.064
	drill_decay_modifier = -0.427
	army_tradition_decay = -0.026
	navy_tradition_decay = -0.026
	global_unrest = -6.405
	discipline = 0.128
	ship_durability = 0.128
	global_trade_power = 0.384
}
lunatic_th_agressive_ai_buff_against_dev_4280 = {
	global_tax_modifier = 1.284
	interest = -2.568
	war_exhaustion = -0.257
	land_attrition = -0.428
	yearly_army_professionalism = 0.064
	drill_decay_modifier = -0.428
	army_tradition_decay = -0.026
	navy_tradition_decay = -0.026
	global_unrest = -6.42
	discipline = 0.128
	ship_durability = 0.128
	global_trade_power = 0.385
}
lunatic_th_agressive_ai_buff_against_dev_4290 = {
	global_tax_modifier = 1.287
	interest = -2.574
	war_exhaustion = -0.257
	land_attrition = -0.429
	yearly_army_professionalism = 0.064
	drill_decay_modifier = -0.429
	army_tradition_decay = -0.026
	navy_tradition_decay = -0.026
	global_unrest = -6.435
	discipline = 0.129
	ship_durability = 0.129
	global_trade_power = 0.386
}
lunatic_th_agressive_ai_buff_against_dev_4300 = {
	global_tax_modifier = 1.29
	interest = -2.58
	war_exhaustion = -0.258
	land_attrition = -0.43
	yearly_army_professionalism = 0.065
	drill_decay_modifier = -0.43
	army_tradition_decay = -0.026
	navy_tradition_decay = -0.026
	global_unrest = -6.45
	discipline = 0.129
	ship_durability = 0.129
	global_trade_power = 0.387
}
lunatic_th_agressive_ai_buff_against_dev_4310 = {
	global_tax_modifier = 1.293
	interest = -2.586
	war_exhaustion = -0.259
	land_attrition = -0.431
	yearly_army_professionalism = 0.065
	drill_decay_modifier = -0.431
	army_tradition_decay = -0.026
	navy_tradition_decay = -0.026
	global_unrest = -6.465
	discipline = 0.129
	ship_durability = 0.129
	global_trade_power = 0.388
}
lunatic_th_agressive_ai_buff_against_dev_4320 = {
	global_tax_modifier = 1.296
	interest = -2.592
	war_exhaustion = -0.259
	land_attrition = -0.432
	yearly_army_professionalism = 0.065
	drill_decay_modifier = -0.432
	army_tradition_decay = -0.026
	navy_tradition_decay = -0.026
	global_unrest = -6.48
	discipline = 0.13
	ship_durability = 0.13
	global_trade_power = 0.389
}
lunatic_th_agressive_ai_buff_against_dev_4330 = {
	global_tax_modifier = 1.299
	interest = -2.598
	war_exhaustion = -0.26
	land_attrition = -0.433
	yearly_army_professionalism = 0.065
	drill_decay_modifier = -0.433
	army_tradition_decay = -0.026
	navy_tradition_decay = -0.026
	global_unrest = -6.495
	discipline = 0.13
	ship_durability = 0.13
	global_trade_power = 0.39
}
lunatic_th_agressive_ai_buff_against_dev_4340 = {
	global_tax_modifier = 1.302
	interest = -2.604
	war_exhaustion = -0.26
	land_attrition = -0.434
	yearly_army_professionalism = 0.065
	drill_decay_modifier = -0.434
	army_tradition_decay = -0.026
	navy_tradition_decay = -0.026
	global_unrest = -6.51
	discipline = 0.13
	ship_durability = 0.13
	global_trade_power = 0.391
}
lunatic_th_agressive_ai_buff_against_dev_4350 = {
	global_tax_modifier = 1.305
	interest = -2.61
	war_exhaustion = -0.261
	land_attrition = -0.435
	yearly_army_professionalism = 0.065
	drill_decay_modifier = -0.435
	army_tradition_decay = -0.026
	navy_tradition_decay = -0.026
	global_unrest = -6.525
	discipline = 0.131
	ship_durability = 0.131
	global_trade_power = 0.392
}
lunatic_th_agressive_ai_buff_against_dev_4360 = {
	global_tax_modifier = 1.308
	interest = -2.616
	war_exhaustion = -0.262
	land_attrition = -0.436
	yearly_army_professionalism = 0.065
	drill_decay_modifier = -0.436
	army_tradition_decay = -0.026
	navy_tradition_decay = -0.026
	global_unrest = -6.54
	discipline = 0.131
	ship_durability = 0.131
	global_trade_power = 0.392
}
lunatic_th_agressive_ai_buff_against_dev_4370 = {
	global_tax_modifier = 1.311
	interest = -2.622
	war_exhaustion = -0.262
	land_attrition = -0.437
	yearly_army_professionalism = 0.066
	drill_decay_modifier = -0.437
	army_tradition_decay = -0.026
	navy_tradition_decay = -0.026
	global_unrest = -6.555
	discipline = 0.131
	ship_durability = 0.131
	global_trade_power = 0.393
}
lunatic_th_agressive_ai_buff_against_dev_4380 = {
	global_tax_modifier = 1.314
	interest = -2.628
	war_exhaustion = -0.263
	land_attrition = -0.438
	yearly_army_professionalism = 0.066
	drill_decay_modifier = -0.438
	army_tradition_decay = -0.026
	navy_tradition_decay = -0.026
	global_unrest = -6.57
	discipline = 0.131
	ship_durability = 0.131
	global_trade_power = 0.394
}
lunatic_th_agressive_ai_buff_against_dev_4390 = {
	global_tax_modifier = 1.317
	interest = -2.634
	war_exhaustion = -0.263
	land_attrition = -0.439
	yearly_army_professionalism = 0.066
	drill_decay_modifier = -0.439
	army_tradition_decay = -0.026
	navy_tradition_decay = -0.026
	global_unrest = -6.585
	discipline = 0.132
	ship_durability = 0.132
	global_trade_power = 0.395
}
lunatic_th_agressive_ai_buff_against_dev_4400 = {
	global_tax_modifier = 1.32
	interest = -2.64
	war_exhaustion = -0.264
	land_attrition = -0.44
	yearly_army_professionalism = 0.066
	drill_decay_modifier = -0.44
	army_tradition_decay = -0.026
	navy_tradition_decay = -0.026
	global_unrest = -6.6
	discipline = 0.132
	ship_durability = 0.132
	global_trade_power = 0.396
}
lunatic_th_agressive_ai_buff_against_dev_4410 = {
	global_tax_modifier = 1.323
	interest = -2.646
	war_exhaustion = -0.265
	land_attrition = -0.441
	yearly_army_professionalism = 0.066
	drill_decay_modifier = -0.441
	army_tradition_decay = -0.026
	navy_tradition_decay = -0.026
	global_unrest = -6.615
	discipline = 0.132
	ship_durability = 0.132
	global_trade_power = 0.397
}
lunatic_th_agressive_ai_buff_against_dev_4420 = {
	global_tax_modifier = 1.326
	interest = -2.652
	war_exhaustion = -0.265
	land_attrition = -0.442
	yearly_army_professionalism = 0.066
	drill_decay_modifier = -0.442
	army_tradition_decay = -0.027
	navy_tradition_decay = -0.027
	global_unrest = -6.63
	discipline = 0.133
	ship_durability = 0.133
	global_trade_power = 0.398
}
lunatic_th_agressive_ai_buff_against_dev_4430 = {
	global_tax_modifier = 1.329
	interest = -2.658
	war_exhaustion = -0.266
	land_attrition = -0.443
	yearly_army_professionalism = 0.066
	drill_decay_modifier = -0.443
	army_tradition_decay = -0.027
	navy_tradition_decay = -0.027
	global_unrest = -6.645
	discipline = 0.133
	ship_durability = 0.133
	global_trade_power = 0.399
}
lunatic_th_agressive_ai_buff_against_dev_4440 = {
	global_tax_modifier = 1.332
	interest = -2.664
	war_exhaustion = -0.266
	land_attrition = -0.444
	yearly_army_professionalism = 0.067
	drill_decay_modifier = -0.444
	army_tradition_decay = -0.027
	navy_tradition_decay = -0.027
	global_unrest = -6.66
	discipline = 0.133
	ship_durability = 0.133
	global_trade_power = 0.4
}
lunatic_th_agressive_ai_buff_against_dev_4450 = {
	global_tax_modifier = 1.335
	interest = -2.67
	war_exhaustion = -0.267
	land_attrition = -0.445
	yearly_army_professionalism = 0.067
	drill_decay_modifier = -0.445
	army_tradition_decay = -0.027
	navy_tradition_decay = -0.027
	global_unrest = -6.675
	discipline = 0.134
	ship_durability = 0.134
	global_trade_power = 0.401
}
lunatic_th_agressive_ai_buff_against_dev_4460 = {
	global_tax_modifier = 1.338
	interest = -2.676
	war_exhaustion = -0.268
	land_attrition = -0.446
	yearly_army_professionalism = 0.067
	drill_decay_modifier = -0.446
	army_tradition_decay = -0.027
	navy_tradition_decay = -0.027
	global_unrest = -6.69
	discipline = 0.134
	ship_durability = 0.134
	global_trade_power = 0.401
}
lunatic_th_agressive_ai_buff_against_dev_4470 = {
	global_tax_modifier = 1.341
	interest = -2.682
	war_exhaustion = -0.268
	land_attrition = -0.447
	yearly_army_professionalism = 0.067
	drill_decay_modifier = -0.447
	army_tradition_decay = -0.027
	navy_tradition_decay = -0.027
	global_unrest = -6.705
	discipline = 0.134
	ship_durability = 0.134
	global_trade_power = 0.402
}
lunatic_th_agressive_ai_buff_against_dev_4480 = {
	global_tax_modifier = 1.344
	interest = -2.688
	war_exhaustion = -0.269
	land_attrition = -0.448
	yearly_army_professionalism = 0.067
	drill_decay_modifier = -0.448
	army_tradition_decay = -0.027
	navy_tradition_decay = -0.027
	global_unrest = -6.72
	discipline = 0.134
	ship_durability = 0.134
	global_trade_power = 0.403
}
lunatic_th_agressive_ai_buff_against_dev_4490 = {
	global_tax_modifier = 1.347
	interest = -2.694
	war_exhaustion = -0.269
	land_attrition = -0.449
	yearly_army_professionalism = 0.067
	drill_decay_modifier = -0.449
	army_tradition_decay = -0.027
	navy_tradition_decay = -0.027
	global_unrest = -6.735
	discipline = 0.135
	ship_durability = 0.135
	global_trade_power = 0.404
}
lunatic_th_agressive_ai_buff_against_dev_4500 = {
	global_tax_modifier = 1.35
	interest = -2.7
	war_exhaustion = -0.27
	land_attrition = -0.45
	yearly_army_professionalism = 0.068
	drill_decay_modifier = -0.45
	army_tradition_decay = -0.027
	navy_tradition_decay = -0.027
	global_unrest = -6.75
	discipline = 0.135
	ship_durability = 0.135
	global_trade_power = 0.405
}
lunatic_th_agressive_ai_buff_against_dev_4510 = {
	global_tax_modifier = 1.353
	interest = -2.706
	war_exhaustion = -0.271
	land_attrition = -0.451
	yearly_army_professionalism = 0.068
	drill_decay_modifier = -0.451
	army_tradition_decay = -0.027
	navy_tradition_decay = -0.027
	global_unrest = -6.765
	discipline = 0.135
	ship_durability = 0.135
	global_trade_power = 0.406
}
lunatic_th_agressive_ai_buff_against_dev_4520 = {
	global_tax_modifier = 1.356
	interest = -2.712
	war_exhaustion = -0.271
	land_attrition = -0.452
	yearly_army_professionalism = 0.068
	drill_decay_modifier = -0.452
	army_tradition_decay = -0.027
	navy_tradition_decay = -0.027
	global_unrest = -6.78
	discipline = 0.136
	ship_durability = 0.136
	global_trade_power = 0.407
}
lunatic_th_agressive_ai_buff_against_dev_4530 = {
	global_tax_modifier = 1.359
	interest = -2.718
	war_exhaustion = -0.272
	land_attrition = -0.453
	yearly_army_professionalism = 0.068
	drill_decay_modifier = -0.453
	army_tradition_decay = -0.027
	navy_tradition_decay = -0.027
	global_unrest = -6.795
	discipline = 0.136
	ship_durability = 0.136
	global_trade_power = 0.408
}
lunatic_th_agressive_ai_buff_against_dev_4540 = {
	global_tax_modifier = 1.362
	interest = -2.724
	war_exhaustion = -0.272
	land_attrition = -0.454
	yearly_army_professionalism = 0.068
	drill_decay_modifier = -0.454
	army_tradition_decay = -0.027
	navy_tradition_decay = -0.027
	global_unrest = -6.81
	discipline = 0.136
	ship_durability = 0.136
	global_trade_power = 0.409
}
lunatic_th_agressive_ai_buff_against_dev_4550 = {
	global_tax_modifier = 1.365
	interest = -2.73
	war_exhaustion = -0.273
	land_attrition = -0.455
	yearly_army_professionalism = 0.068
	drill_decay_modifier = -0.455
	army_tradition_decay = -0.027
	navy_tradition_decay = -0.027
	global_unrest = -6.825
	discipline = 0.137
	ship_durability = 0.137
	global_trade_power = 0.41
}
lunatic_th_agressive_ai_buff_against_dev_4560 = {
	global_tax_modifier = 1.368
	interest = -2.736
	war_exhaustion = -0.274
	land_attrition = -0.456
	yearly_army_professionalism = 0.068
	drill_decay_modifier = -0.456
	army_tradition_decay = -0.027
	navy_tradition_decay = -0.027
	global_unrest = -6.84
	discipline = 0.137
	ship_durability = 0.137
	global_trade_power = 0.41
}
lunatic_th_agressive_ai_buff_against_dev_4570 = {
	global_tax_modifier = 1.371
	interest = -2.742
	war_exhaustion = -0.274
	land_attrition = -0.457
	yearly_army_professionalism = 0.069
	drill_decay_modifier = -0.457
	army_tradition_decay = -0.027
	navy_tradition_decay = -0.027
	global_unrest = -6.855
	discipline = 0.137
	ship_durability = 0.137
	global_trade_power = 0.411
}
lunatic_th_agressive_ai_buff_against_dev_4580 = {
	global_tax_modifier = 1.374
	interest = -2.748
	war_exhaustion = -0.275
	land_attrition = -0.458
	yearly_army_professionalism = 0.069
	drill_decay_modifier = -0.458
	army_tradition_decay = -0.027
	navy_tradition_decay = -0.027
	global_unrest = -6.87
	discipline = 0.137
	ship_durability = 0.137
	global_trade_power = 0.412
}
lunatic_th_agressive_ai_buff_against_dev_4590 = {
	global_tax_modifier = 1.377
	interest = -2.754
	war_exhaustion = -0.275
	land_attrition = -0.459
	yearly_army_professionalism = 0.069
	drill_decay_modifier = -0.459
	army_tradition_decay = -0.028
	navy_tradition_decay = -0.028
	global_unrest = -6.885
	discipline = 0.138
	ship_durability = 0.138
	global_trade_power = 0.413
}
lunatic_th_agressive_ai_buff_against_dev_4600 = {
	global_tax_modifier = 1.38
	interest = -2.76
	war_exhaustion = -0.276
	land_attrition = -0.46
	yearly_army_professionalism = 0.069
	drill_decay_modifier = -0.46
	army_tradition_decay = -0.028
	navy_tradition_decay = -0.028
	global_unrest = -6.9
	discipline = 0.138
	ship_durability = 0.138
	global_trade_power = 0.414
}
lunatic_th_agressive_ai_buff_against_dev_4610 = {
	global_tax_modifier = 1.383
	interest = -2.766
	war_exhaustion = -0.277
	land_attrition = -0.461
	yearly_army_professionalism = 0.069
	drill_decay_modifier = -0.461
	army_tradition_decay = -0.028
	navy_tradition_decay = -0.028
	global_unrest = -6.915
	discipline = 0.138
	ship_durability = 0.138
	global_trade_power = 0.415
}
lunatic_th_agressive_ai_buff_against_dev_4620 = {
	global_tax_modifier = 1.386
	interest = -2.772
	war_exhaustion = -0.277
	land_attrition = -0.462
	yearly_army_professionalism = 0.069
	drill_decay_modifier = -0.462
	army_tradition_decay = -0.028
	navy_tradition_decay = -0.028
	global_unrest = -6.93
	discipline = 0.139
	ship_durability = 0.139
	global_trade_power = 0.416
}
lunatic_th_agressive_ai_buff_against_dev_4630 = {
	global_tax_modifier = 1.389
	interest = -2.778
	war_exhaustion = -0.278
	land_attrition = -0.463
	yearly_army_professionalism = 0.069
	drill_decay_modifier = -0.463
	army_tradition_decay = -0.028
	navy_tradition_decay = -0.028
	global_unrest = -6.945
	discipline = 0.139
	ship_durability = 0.139
	global_trade_power = 0.417
}
lunatic_th_agressive_ai_buff_against_dev_4640 = {
	global_tax_modifier = 1.392
	interest = -2.784
	war_exhaustion = -0.278
	land_attrition = -0.464
	yearly_army_professionalism = 0.07
	drill_decay_modifier = -0.464
	army_tradition_decay = -0.028
	navy_tradition_decay = -0.028
	global_unrest = -6.96
	discipline = 0.139
	ship_durability = 0.139
	global_trade_power = 0.418
}
lunatic_th_agressive_ai_buff_against_dev_4650 = {
	global_tax_modifier = 1.395
	interest = -2.79
	war_exhaustion = -0.279
	land_attrition = -0.465
	yearly_army_professionalism = 0.07
	drill_decay_modifier = -0.465
	army_tradition_decay = -0.028
	navy_tradition_decay = -0.028
	global_unrest = -6.975
	discipline = 0.14
	ship_durability = 0.14
	global_trade_power = 0.419
}
lunatic_th_agressive_ai_buff_against_dev_4660 = {
	global_tax_modifier = 1.398
	interest = -2.796
	war_exhaustion = -0.28
	land_attrition = -0.466
	yearly_army_professionalism = 0.07
	drill_decay_modifier = -0.466
	army_tradition_decay = -0.028
	navy_tradition_decay = -0.028
	global_unrest = -6.99
	discipline = 0.14
	ship_durability = 0.14
	global_trade_power = 0.419
}
lunatic_th_agressive_ai_buff_against_dev_4670 = {
	global_tax_modifier = 1.401
	interest = -2.802
	war_exhaustion = -0.28
	land_attrition = -0.467
	yearly_army_professionalism = 0.07
	drill_decay_modifier = -0.467
	army_tradition_decay = -0.028
	navy_tradition_decay = -0.028
	global_unrest = -7.005
	discipline = 0.14
	ship_durability = 0.14
	global_trade_power = 0.42
}
lunatic_th_agressive_ai_buff_against_dev_4680 = {
	global_tax_modifier = 1.404
	interest = -2.808
	war_exhaustion = -0.281
	land_attrition = -0.468
	yearly_army_professionalism = 0.07
	drill_decay_modifier = -0.468
	army_tradition_decay = -0.028
	navy_tradition_decay = -0.028
	global_unrest = -7.02
	discipline = 0.14
	ship_durability = 0.14
	global_trade_power = 0.421
}
lunatic_th_agressive_ai_buff_against_dev_4690 = {
	global_tax_modifier = 1.407
	interest = -2.814
	war_exhaustion = -0.281
	land_attrition = -0.469
	yearly_army_professionalism = 0.07
	drill_decay_modifier = -0.469
	army_tradition_decay = -0.028
	navy_tradition_decay = -0.028
	global_unrest = -7.035
	discipline = 0.141
	ship_durability = 0.141
	global_trade_power = 0.422
}
lunatic_th_agressive_ai_buff_against_dev_4700 = {
	global_tax_modifier = 1.41
	interest = -2.82
	war_exhaustion = -0.282
	land_attrition = -0.47
	yearly_army_professionalism = 0.071
	drill_decay_modifier = -0.47
	army_tradition_decay = -0.028
	navy_tradition_decay = -0.028
	global_unrest = -7.05
	discipline = 0.141
	ship_durability = 0.141
	global_trade_power = 0.423
}
lunatic_th_agressive_ai_buff_against_dev_4710 = {
	global_tax_modifier = 1.413
	interest = -2.826
	war_exhaustion = -0.283
	land_attrition = -0.471
	yearly_army_professionalism = 0.071
	drill_decay_modifier = -0.471
	army_tradition_decay = -0.028
